"Term"	"interest_hit"	"background_hit"	"original_score"	"corrected_score"	"Genes"	"GO_process"
"snoRNA binding (GO:0030515)"	"snoRNA binding (GO:0030515)"	196	631	0.817011005011379	0.957441350738128	"EIF4A1;RPL30;NUDT1;MKI67;NUDT4;IFIT2;RPS14;PEG10;RAVER2;SEC63;SRRM2;RBFOX1;SECISBP2;WDR75;IMP4;CSNK1E;GTPBP1;SND1;RC3H2;GTPBP4;SRRM1;GRWD1;SUCLG1;KCTD12;PFN1;SLBP;CSTF3;MRPL14;NMD3;PCBP3;TERT;PDCD11;DHX34;ERI3;DHX38;BARD1;BTF3;RPL41;ERAL1;PARP12;HNRNPL;CCT6A;MEX3A;SPATS2L;HNRNPC;ALDH18A1;DZIP3;SUGP2;ARF1;MRPL39;MRPL37;BRCA1;ZCCHC17;WDR43;MRPL40;XPO5;DHX15;KIF1C;RRP12;UTP14A;TOP3B;NSUN2;PABPC4;PRPF40A;MRPS7;GNL2;PPRC1;MRPL44;RPUSD4;PSMA6;SLTM;TCP1;FAM32A;RNASEL;SF3B3;MRPS35;RPL10;NIP7;RPL12;ATP5A1;USO1;NOL7;NOL8;UNK;EXOSC9;FLNA;RPL13;SRSF10;RAE1;RPL17;BOP1;ZNFX1;PRKRA;APEX1;UBAP2;HDGF;SRP19;MSI2;VIRMA;FBRSL1;HMGN2;NOM1;PCID2;EIF1AX;DIMT1;SARS;NOSIP;WBP11;ILF2;PDIA4;RPL7L1;MRTO4;SRSF2;NHP2;SRSF9;LRRC59;KHDRBS1;DDX5;ZCCHC6;PRPF8;ATXN2;TPR;DNAJC21;CPSF4;PNPT1;NOP16;FUS;PYM1;EIF2S2;CLK3;LSM3;LSM8;LSM7;GRSF1;RBM28;DDX49;MTCL1;DDX47;NVL;CELF2;PRR3;ZC3H3;AKAP8L;ADAR;MTO1;YBX3;RPGR;PTBP1;RPL7A;SART3;SNRNP70;SUMO2;MYO18A;PELP1;HIST1H1C;ELAC2;DDX56;RBM19;SPATS2;UTP18;DDX50;PTBP2;CKAP4;DCN;SFPQ;MYH9;LUC7L3;NAF1;TOP1;EIF4E2;SLC25A11;RBM47;SRSF1;MAK16;DDX23;GTPBP10;DDX21;RRBP1;TBRG4;BMS1;IGF2BP1;IGF2BP3;RALY;IGF2BP2;ASCC3;SSB;CCDC59;DDX31;RPL35A;NAP1L1;DEK;U2SURP;NOVA1;ESF1;RBM45;TRIM32"	"MF"
"translation factor activity, RNA binding (GO:0008135)"	"translation factor activity, RNA binding (GO:0008135)"	196	631	0.817011005011379	0.957441350738128	"EIF4A1;RPL30;MKI67;IFIT2;RPS14;PEG10;RAVER2;SEC63;SRRM2;RBFOX1;SECISBP2;WDR75;SOX11;CSNK1E;GTPBP1;SND1;RC3H2;GTPBP4;SRRM1;GRWD1;SUCLG1;KCTD12;PFN1;SLBP;CSTF3;MRPL14;NMD3;PCBP3;TERT;PDCD11;DHX34;ERI3;DHX38;BARD1;BTF3;RPL41;ERAL1;PARP12;HNRNPL;CCT6A;MEX3A;SPATS2L;HNRNPC;ALDH18A1;DZIP3;SUGP2;ARF1;MRPL39;MRPL37;BRCA1;ZCCHC17;WDR43;MRPL40;XPO5;DHX15;KIF1C;RRP12;UTP14A;TOP3B;NSUN2;PABPC4;PRPF40A;MRPS7;GNL2;PPRC1;MRPL44;RPUSD4;PSMA6;SLTM;TCP1;FAM32A;RNASEL;SF3B3;MRPS35;RPL10;NIP7;RPL12;ATP5A1;USO1;NOL7;NOL8;UNK;EXOSC9;FLNA;RPL13;SRSF10;RAE1;RPL17;GTF2H2;BOP1;ZNFX1;PRKRA;APEX1;UBAP2;HDGF;SRP19;MSI2;VIRMA;FBRSL1;HMGN2;NOM1;PCID2;EIF1AX;DIMT1;SARS;NOSIP;WBP11;ILF2;PDIA4;RPL7L1;MRTO4;SRSF2;NHP2;SRSF9;LRRC59;KHDRBS1;DDX5;ZCCHC6;PRPF8;ATXN2;TPR;DNAJC21;CPSF4;EIF2B3;PNPT1;NOP16;FUS;PYM1;EIF2S2;CLK3;LSM3;LSM8;LSM7;GRSF1;RBM28;DDX49;MTCL1;DDX47;NVL;CELF2;PRR3;ZC3H3;AKAP8L;ADAR;MTO1;YBX3;RPGR;PTBP1;RPL7A;SART3;SNRNP70;SUMO2;MYO18A;PELP1;HIST1H1C;ELAC2;DDX56;RBM19;SPATS2;UTP18;DDX50;PTBP2;CKAP4;DCN;SFPQ;MYH9;LUC7L3;NAF1;TOP1;EIF4E2;SLC25A11;RBM47;SRSF1;MAK16;DDX23;GTPBP10;DDX21;RRBP1;TBRG4;BMS1;IGF2BP1;IGF2BP3;RALY;IGF2BP2;ASCC3;SSB;CCDC59;DDX31;RPL35A;NAP1L1;DEK;U2SURP;NOVA1;ESF1;RBM45;TRIM32"	"MF"
"single-stranded RNA binding (GO:0003727)"	"single-stranded RNA binding (GO:0003727)"	196	632	0.824473932842919	0.957441350738128	"EIF4A1;RPL30;MKI67;IFIT2;RPS14;PEG10;RAVER2;SEC63;SRRM2;RBFOX1;SECISBP2;DDX11;WDR75;CSNK1E;GTPBP1;SND1;RC3H2;GTPBP4;SRRM1;GRWD1;SUCLG1;KCTD12;PFN1;SLBP;CSTF3;MRPL14;NMD3;PCBP3;TERT;PDCD11;DHX34;ERI3;DHX38;BARD1;BTF3;RPL41;ERAL1;PARP12;HNRNPL;CCT6A;MEX3A;AGO4;SPATS2L;HNRNPC;ALDH18A1;DZIP3;SUGP2;ARF1;MRPL39;MRPL37;BRCA1;ZCCHC17;WDR43;MRPL40;XPO5;DHX15;KIF1C;RRP12;UTP14A;TOP3B;NSUN2;PABPC4;PRPF40A;MRPS7;GNL2;PPRC1;MRPL44;RPUSD4;PSMA6;SLTM;TCP1;FAM32A;RNASEL;SF3B3;MRPS35;RPL10;NIP7;RPL12;ATP5A1;USO1;NOL7;NOL8;UNK;EXOSC9;FLNA;RPL13;SRSF10;RAE1;RPL17;BOP1;ZNFX1;PRKRA;APEX1;UBAP2;HDGF;SRP19;MSI2;VIRMA;FBRSL1;HMGN2;NOM1;PCID2;EIF1AX;DIMT1;SARS;NOSIP;WBP11;ILF2;PDIA4;RPL7L1;MRTO4;SRSF2;NHP2;SRSF9;LRRC59;KHDRBS1;DDX5;ZCCHC6;PRPF8;ATXN2;TPR;DNAJC21;CPSF4;PNPT1;NOP16;FUS;PYM1;EIF2S2;CLK3;LSM3;LSM8;LSM7;GRSF1;RBM28;DDX49;MTCL1;DDX47;NVL;CELF2;PRR3;ZC3H3;AKAP8L;ADAR;MTO1;YBX3;RPGR;PTBP1;RPL7A;SART3;SNRNP70;SUMO2;MYO18A;PELP1;HIST1H1C;ELAC2;DDX56;RBM19;SPATS2;UTP18;DDX50;PTBP2;CKAP4;DCN;SFPQ;MYH9;LUC7L3;NAF1;TOP1;EIF4E2;SLC25A11;RBM47;SRSF1;MAK16;DDX23;GTPBP10;DDX21;RRBP1;TBRG4;BMS1;POLR2D;IGF2BP1;IGF2BP3;RALY;IGF2BP2;ASCC3;SSB;CCDC59;DDX31;RPL35A;NAP1L1;DEK;U2SURP;NOVA1;ESF1;RBM45;TRIM32"	"MF"
"7S RNA binding (GO:0008312)"	"7S RNA binding (GO:0008312)"	194	626	0.826319028731961	0.957441350738128	"EIF4A1;RPL30;MKI67;IFIT2;RPS14;PEG10;RAVER2;SEC63;SRRM2;RBFOX1;SECISBP2;WDR75;CSNK1E;GTPBP1;SND1;RC3H2;GTPBP4;SRRM1;GRWD1;SUCLG1;KCTD12;PFN1;SLBP;CSTF3;MRPL14;NMD3;PCBP3;TERT;PDCD11;DHX34;ERI3;DHX38;BARD1;BTF3;RPL41;ERAL1;PARP12;HNRNPL;CCT6A;MEX3A;SPATS2L;HNRNPC;ALDH18A1;DZIP3;SUGP2;ARF1;MRPL39;MRPL37;BRCA1;ZCCHC17;WDR43;MRPL40;XPO5;DHX15;KIF1C;RRP12;UTP14A;TOP3B;NSUN2;PABPC4;PRPF40A;MRPS7;GNL2;PPRC1;MRPL44;RPUSD4;PSMA6;SLTM;TCP1;FAM32A;RNASEL;SF3B3;MRPS35;RPL10;NIP7;RPL12;ATP5A1;USO1;NOL7;NOL8;UNK;EXOSC9;FLNA;RPL13;SRSF10;EXOSC2;RAE1;RPL17;BOP1;ZNFX1;PRKRA;APEX1;UBAP2;HDGF;SRP19;MSI2;VIRMA;FBRSL1;HMGN2;NOM1;PCID2;EIF1AX;DIMT1;SARS;NOSIP;WBP11;ILF2;PDIA4;RPL7L1;MRTO4;SRSF2;NHP2;SRSF9;LRRC59;KHDRBS1;DDX5;ZCCHC6;PRPF8;ATXN2;TPR;DNAJC21;CPSF4;PNPT1;NOP16;FUS;PYM1;EIF2S2;CLK3;LSM3;LSM8;LSM7;GRSF1;RBM28;DDX49;MTCL1;DDX47;NVL;CELF2;PRR3;ZC3H3;AKAP8L;ADAR;MTO1;YBX3;RPGR;PTBP1;RPL7A;SART3;SNRNP70;SUMO2;MYO18A;PELP1;HIST1H1C;ELAC2;DDX56;RBM19;SPATS2;UTP18;DDX50;PTBP2;CKAP4;DCN;SFPQ;MYH9;LUC7L3;NAF1;TOP1;EIF4E2;SLC25A11;RBM47;SRSF1;MAK16;DDX23;GTPBP10;DDX21;RRBP1;TBRG4;BMS1;IGF2BP1;IGF2BP3;RALY;IGF2BP2;ASCC3;SSB;CCDC59;DDX31;RPL35A;NAP1L1;DEK;U2SURP;NOVA1;ESF1;RBM45;TRIM32"	"MF"
"BRE binding (GO:0042835)"	"BRE binding (GO:0042835)"	194	626	0.826319028731961	0.957441350738128	"EIF4A1;RPL30;MKI67;IFIT2;RPS14;PEG10;RAVER2;SEC63;SRRM2;RBFOX1;SECISBP2;WDR75;CSNK1E;GTPBP1;SND1;RC3H2;GTPBP4;SRRM1;GRWD1;SUCLG1;KCTD12;PFN1;SLBP;CSTF3;MRPL14;NMD3;PCBP3;TERT;PDCD11;DHX34;ERI3;DHX38;BARD1;BTF3;RPL41;ERAL1;PARP12;HNRNPL;CCT6A;MEX3A;SPATS2L;HNRNPC;ALDH18A1;DZIP3;SUGP2;ARF1;MRPL39;MRPL37;BRCA1;ZCCHC17;WDR43;MRPL40;XPO5;DHX15;KIF1C;RRP12;UTP14A;TOP3B;NSUN2;PABPC4;PRPF40A;MRPS7;GNL2;PPRC1;MRPL44;RPUSD4;PSMA6;SLTM;TCP1;FAM32A;RNASEL;SF3B3;MRPS35;RPL10;NIP7;RPL12;ATP5A1;USO1;NOL7;NOL8;UNK;EXOSC9;FLNA;RPL13;SRSF10;RAE1;RPL17;BOP1;ZNFX1;PRKRA;APEX1;UBAP2;HDGF;SRP19;MSI2;VIRMA;FBRSL1;HMGN2;NOM1;PCID2;EIF1AX;DIMT1;SARS;NOSIP;WBP11;ILF2;PDIA4;RPL7L1;MRTO4;SRSF2;NHP2;SRSF9;LRRC59;KHDRBS1;DDX5;ZCCHC6;PRPF8;ATXN2;TPR;DNAJC21;CPSF4;PNPT1;NOP16;FUS;PYM1;EIF2S2;CLK3;LSM3;LSM8;LSM7;GRSF1;RBM28;DDX49;MTCL1;DDX47;NVL;CELF2;PRR3;ZC3H3;AKAP8L;CELF4;ADAR;MTO1;YBX3;RPGR;PTBP1;RPL7A;SART3;SNRNP70;SUMO2;MYO18A;PELP1;HIST1H1C;ELAC2;DDX56;RBM19;SPATS2;UTP18;DDX50;PTBP2;CKAP4;DCN;SFPQ;MYH9;LUC7L3;NAF1;TOP1;EIF4E2;SLC25A11;RBM47;SRSF1;MAK16;DDX23;GTPBP10;DDX21;RRBP1;TBRG4;BMS1;IGF2BP1;IGF2BP3;RALY;IGF2BP2;ASCC3;SSB;CCDC59;DDX31;RPL35A;NAP1L1;DEK;U2SURP;NOVA1;ESF1;RBM45;TRIM32"	"MF"
"RNA stem-loop binding (GO:0035613)"	"RNA stem-loop binding (GO:0035613)"	194	626	0.826319028731961	0.957441350738128	"EIF4A1;RPL30;EPRS;MKI67;IFIT2;RPS14;PEG10;RAVER2;SEC63;SRRM2;RBFOX1;SECISBP2;WDR75;CSNK1E;GTPBP1;SND1;RC3H2;GTPBP4;SRRM1;GRWD1;SUCLG1;KCTD12;PFN1;SLBP;CSTF3;MRPL14;NMD3;PCBP3;TERT;PDCD11;DHX34;ERI3;DHX38;BARD1;BTF3;RPL41;ERAL1;PARP12;HNRNPL;CCT6A;MEX3A;SPATS2L;HNRNPC;ALDH18A1;DZIP3;SUGP2;ARF1;MRPL39;MRPL37;BRCA1;ZCCHC17;WDR43;MRPL40;XPO5;DHX15;KIF1C;RRP12;UTP14A;TOP3B;NSUN2;PABPC4;PRPF40A;MRPS7;GNL2;PPRC1;MRPL44;RPUSD4;PSMA6;SLTM;TCP1;FAM32A;RNASEL;SF3B3;MRPS35;RPL10;NIP7;RPL12;ATP5A1;USO1;NOL7;NOL8;UNK;EXOSC9;FLNA;RPL13;SRSF10;RAE1;RPL17;BOP1;ZNFX1;PRKRA;APEX1;UBAP2;HDGF;SRP19;MSI2;VIRMA;FBRSL1;HMGN2;NOM1;PCID2;EIF1AX;DIMT1;SARS;NOSIP;WBP11;ILF2;PDIA4;RPL7L1;MRTO4;SRSF2;NHP2;SRSF9;LRRC59;KHDRBS1;DDX5;ZCCHC6;PRPF8;ATXN2;TPR;DNAJC21;CPSF4;PNPT1;NOP16;FUS;PYM1;EIF2S2;CLK3;LSM3;LSM8;LSM7;GRSF1;RBM28;DDX49;MTCL1;DDX47;NVL;CELF2;PRR3;ZC3H3;AKAP8L;ADAR;MTO1;YBX3;RPGR;PTBP1;RPL7A;SART3;SNRNP70;SUMO2;MYO18A;PELP1;HIST1H1C;ELAC2;DDX56;RBM19;SPATS2;UTP18;DDX50;PTBP2;CKAP4;DCN;SFPQ;MYH9;LUC7L3;NAF1;TOP1;EIF4E2;SLC25A11;RBM47;SRSF1;MAK16;DDX23;GTPBP10;DDX21;RRBP1;TBRG4;BMS1;IGF2BP1;IGF2BP3;RALY;IGF2BP2;ASCC3;SSB;CCDC59;DDX31;RPL35A;NAP1L1;DEK;U2SURP;NOVA1;ESF1;RBM45;TRIM32"	"MF"
"RNA cap binding (GO:0000339)"	"RNA cap binding (GO:0000339)"	194	626	0.826319028731961	0.957441350738128	"EIF4A1;RPL30;MKI67;IFIT2;RPS14;PEG10;RAVER2;SEC63;SRRM2;RBFOX1;SECISBP2;WDR75;CSNK1E;GTPBP1;SND1;RC3H2;GTPBP4;SRRM1;GRWD1;SUCLG1;KCTD12;PFN1;SLBP;CSTF3;MRPL14;NMD3;PCBP3;TERT;PDCD11;DHX34;ERI3;DHX38;BARD1;BTF3;RPL41;ERAL1;SNUPN;PARP12;HNRNPL;CCT6A;MEX3A;SPATS2L;HNRNPC;ALDH18A1;DZIP3;SUGP2;ARF1;MRPL39;MRPL37;BRCA1;ZCCHC17;WDR43;MRPL40;XPO5;DHX15;KIF1C;RRP12;UTP14A;TOP3B;NSUN2;PABPC4;PRPF40A;MRPS7;GNL2;PPRC1;MRPL44;RPUSD4;PSMA6;SLTM;TCP1;FAM32A;RNASEL;SF3B3;MRPS35;RPL10;NIP7;RPL12;ATP5A1;USO1;NOL7;NOL8;UNK;EXOSC9;FLNA;RPL13;SRSF10;RAE1;RPL17;BOP1;ZNFX1;PRKRA;APEX1;UBAP2;HDGF;SRP19;MSI2;VIRMA;FBRSL1;HMGN2;NOM1;PCID2;EIF1AX;DIMT1;SARS;NOSIP;WBP11;ILF2;PDIA4;RPL7L1;MRTO4;SRSF2;NHP2;SRSF9;LRRC59;KHDRBS1;DDX5;ZCCHC6;PRPF8;ATXN2;TPR;DNAJC21;CPSF4;PNPT1;NOP16;FUS;PYM1;EIF2S2;CLK3;LSM3;LSM8;LSM7;GRSF1;RBM28;DDX49;MTCL1;DDX47;NVL;CELF2;PRR3;ZC3H3;AKAP8L;ADAR;MTO1;YBX3;RPGR;PTBP1;RPL7A;SART3;SNRNP70;SUMO2;MYO18A;PELP1;HIST1H1C;ELAC2;DDX56;RBM19;SPATS2;UTP18;DDX50;PTBP2;CKAP4;DCN;SFPQ;MYH9;LUC7L3;NAF1;TOP1;EIF4E2;SLC25A11;RBM47;SRSF1;MAK16;DDX23;GTPBP10;DDX21;RRBP1;TBRG4;BMS1;IGF2BP1;IGF2BP3;RALY;IGF2BP2;ASCC3;SSB;CCDC59;DDX31;RPL35A;NAP1L1;DEK;U2SURP;NOVA1;ESF1;RBM45;TRIM32"	"MF"
"miRNA binding (GO:0035198)"	"miRNA binding (GO:0035198)"	194	627	0.833557944679281	0.957441350738128	"EIF4A1;RPL30;MKI67;IFIT2;RPS14;PEG10;RAVER2;SEC63;SRRM2;RBFOX1;SECISBP2;WDR75;CSNK1E;GTPBP1;SND1;RC3H2;GTPBP4;SRRM1;GRWD1;SUCLG1;KCTD12;PFN1;SLBP;CSTF3;MRPL14;NMD3;PCBP3;TERT;PDCD11;DHX34;ERI3;DHX38;BARD1;BTF3;RPL41;ERAL1;PARP12;HNRNPL;CCT6A;MEX3A;AGO4;SPATS2L;HNRNPC;ALDH18A1;DZIP3;SUGP2;ARF1;MRPL39;MRPL37;BRCA1;ZCCHC17;WDR43;MRPL40;XPO5;DHX15;KIF1C;RRP12;UTP14A;TOP3B;NSUN2;PABPC4;PRPF40A;MRPS7;GNL2;PPRC1;MRPL44;RPUSD4;PSMA6;SLTM;TCP1;FAM32A;RNASEL;SF3B3;MRPS35;RPL10;NIP7;RPL12;ATP5A1;USO1;NOL7;NOL8;UNK;EXOSC9;FLNA;RPL13;SRSF10;RAE1;RPL17;BOP1;ZNFX1;PRKRA;APEX1;UBAP2;HDGF;SRP19;MSI2;VIRMA;FBRSL1;HMGN2;NOM1;PCID2;EIF1AX;DIMT1;SARS;NOSIP;WBP11;ILF2;PDIA4;RPL7L1;MRTO4;SRSF2;NHP2;SRSF9;LRRC59;KHDRBS1;DDX5;ZCCHC6;PRPF8;ATXN2;TPR;DNAJC21;CPSF4;PNPT1;NOP16;FUS;PYM1;EIF2S2;CLK3;LSM3;LSM8;LSM7;GRSF1;RBM28;DDX49;MTCL1;DDX47;NVL;CELF2;PRR3;ZC3H3;AKAP8L;ADAR;MTO1;YBX3;RPGR;PTBP1;RPL7A;SART3;SNRNP70;SUMO2;MYO18A;PELP1;HIST1H1C;ELAC2;DDX56;RBM19;SPATS2;UTP18;DDX50;PTBP2;CKAP4;DCN;SFPQ;MYH9;LUC7L3;NAF1;TOP1;EIF4E2;SLC25A11;RBM47;SRSF1;MAK16;DDX23;GTPBP10;DDX21;RRBP1;TBRG4;BMS1;IGF2BP1;IGF2BP3;RALY;IGF2BP2;ASCC3;SSB;CCDC59;DDX31;RPL35A;NAP1L1;DEK;U2SURP;NOVA1;ESF1;RBM45;TRIM32"	"MF"
"primary miRNA binding (GO:0070878)"	"primary miRNA binding (GO:0070878)"	194	630	0.854041572150542	0.957441350738128	"EIF4A1;RPL30;MKI67;IFIT2;RPS14;PEG10;RAVER2;SEC63;SRRM2;RBFOX1;SECISBP2;WDR75;CSNK1E;GTPBP1;SND1;RC3H2;GTPBP4;SRRM1;GRWD1;SUCLG1;KCTD12;PFN1;SLBP;CSTF3;MRPL14;NMD3;PCBP3;TERT;PDCD11;DHX34;ERI3;DHX38;BARD1;BTF3;RPL41;ERAL1;PARP12;HNRNPL;CCT6A;MEX3A;SPATS2L;HNRNPC;ALDH18A1;DZIP3;SUGP2;ARF1;MRPL39;MRPL37;BRCA1;ZCCHC17;WDR43;MRPL40;XPO5;DHX15;KIF1C;RRP12;UTP14A;TOP3B;NSUN2;PABPC4;PRPF40A;MRPS7;GNL2;PPRC1;MRPL44;RPUSD4;PSMA6;SLTM;TCP1;FAM32A;RNASEL;SF3B3;MRPS35;RPL10;NIP7;RPL12;ATP5A1;USO1;NOL7;NOL8;UNK;EXOSC9;FLNA;RPL13;SRSF10;RAE1;RPL17;BOP1;ZNFX1;PRKRA;APEX1;UBAP2;HDGF;SRP19;MSI2;VIRMA;FBRSL1;HMGN2;NOM1;PCID2;EIF1AX;DIMT1;SARS;NOSIP;WBP11;ILF2;PDIA4;RPL7L1;MRTO4;SRSF2;NHP2;SRSF9;LRRC59;KHDRBS1;DDX5;ZCCHC6;PRPF8;ATXN2;TPR;DNAJC21;CPSF4;PNPT1;NOP16;FUS;PYM1;EIF2S2;CLK3;LSM3;LSM8;LSM7;GRSF1;RBM28;DDX49;MTCL1;DDX47;NVL;CELF2;PRR3;ZC3H3;AKAP8L;ADAR;MTO1;YBX3;RPGR;PTBP1;RPL7A;SART3;SNRNP70;SUMO2;MYO18A;PELP1;HIST1H1C;ELAC2;DDX56;RBM19;SPATS2;UTP18;DDX50;PTBP2;CKAP4;DCN;SFPQ;MYH9;LUC7L3;NAF1;TOP1;EIF4E2;SLC25A11;RBM47;SRF;SRSF1;MAK16;DDX23;GTPBP10;DDX21;RRBP1;TBRG4;BMS1;IGF2BP1;IGF2BP3;RALY;IGF2BP2;ASCC3;SSB;CCDC59;DDX31;RPL35A;NAP1L1;DEK;U2SURP;NOVA1;ESF1;RBM45;TRIM32"	"MF"
"telomerase RNA binding (GO:0070034)"	"telomerase RNA binding (GO:0070034)"	194	630	0.854041572150542	0.957441350738128	"EIF4A1;RPL30;MKI67;IFIT2;RPS14;PEG10;RAVER2;SEC63;SRRM2;RBFOX1;SECISBP2;WDR75;CSNK1E;GTPBP1;SND1;RC3H2;GTPBP4;SRRM1;GRWD1;SUCLG1;KCTD12;PFN1;SLBP;CSTF3;MRPL14;NMD3;PCBP3;TERT;PDCD11;DHX34;ERI3;DHX38;BARD1;BTF3;RPL41;ERAL1;PARP12;HNRNPL;CCT6A;MEX3A;SPATS2L;HNRNPC;ALDH18A1;DZIP3;SUGP2;ARF1;MRPL39;MRPL37;BRCA1;ZCCHC17;WDR43;SMG5;MRPL40;XPO5;DHX15;KIF1C;RRP12;UTP14A;TOP3B;NSUN2;PABPC4;PRPF40A;MRPS7;GNL2;PPRC1;MRPL44;RPUSD4;PSMA6;SLTM;TCP1;FAM32A;RNASEL;SF3B3;MRPS35;RPL10;NIP7;RPL12;ATP5A1;USO1;NOL7;NOL8;UNK;EXOSC9;FLNA;RPL13;SRSF10;RAE1;RPL17;BOP1;ZNFX1;PRKRA;APEX1;UBAP2;HDGF;SRP19;MSI2;VIRMA;FBRSL1;HMGN2;NOM1;PCID2;EIF1AX;DIMT1;SARS;NOSIP;WBP11;ILF2;PDIA4;RPL7L1;MRTO4;SRSF2;NHP2;SRSF9;LRRC59;KHDRBS1;DDX5;ZCCHC6;PRPF8;ATXN2;TPR;DNAJC21;CPSF4;PNPT1;NOP16;FUS;PYM1;EIF2S2;CLK3;LSM3;LSM8;LSM7;GRSF1;RBM28;DDX49;MTCL1;DDX47;NVL;CELF2;PRR3;ZC3H3;AKAP8L;ADAR;MTO1;YBX3;RPGR;PTBP1;RPL7A;SART3;SNRNP70;SUMO2;MYO18A;PELP1;HIST1H1C;ELAC2;DDX56;RBM19;SPATS2;UTP18;DDX50;PTBP2;CKAP4;DCN;SFPQ;MYH9;LUC7L3;NAF1;TOP1;EIF4E2;SLC25A11;RBM47;SRSF1;MAK16;DDX23;GTPBP10;DDX21;RRBP1;TBRG4;BMS1;IGF2BP1;IGF2BP3;RALY;IGF2BP2;ASCC3;SSB;CCDC59;DDX31;RPL35A;NAP1L1;DEK;U2SURP;NOVA1;ESF1;RBM45;TRIM32"	"MF"
